Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Resultdifference,season
2014/11/23,29,LAC,MEM,L,@,regular,1,34.38,7,13,0.538,1,2,0.5,7,7,1,0,5,5,5,4,0,2,3,22,21.5,-12,0.684,0.577,0,17.9,8.3,31.4,5.9,0,11.1,25.4,129,104,12.8,-16,2014-2015
2014/11/24,29,LAC,CHO,W,@,regular,1,38.47,10,16,0.625,2,5,0.4,0,0,0,0,5,5,15,0,1,1,3,22,25.3,33,0.688,0.688,0,15.6,8.2,57.6,0,2.3,5.9,21.1,156,104,13.9,21,2014-2015
2014/11/26,29,LAC,DET,W,@,regular,1,36.33,9,12,0.75,3,4,0.75,2,2,1,1,1,2,7,1,0,3,3,23,20.9,9,0.893,0.875,3.8,3.1,3.4,36.8,1.5,0,18.9,20.7,152,115,9.6,6,2014-2015
2014/11/28,29,LAC,HOU,W,@,regular,1,32.68,3,7,0.429,1,2,0.5,3,3,1,0,1,1,7,5,0,0,2,10,15.7,15,0.601,0.5,0,3.3,1.7,30.6,8,0,0,12.1,147,84,11.8,17,2014-2015
2014/11/29,29,LAC,UTA,W,@,regular,1,33.87,7,13,0.538,1,3,0.333,2,2,1,1,2,3,10,2,0,2,0,17,19,33,0.612,0.577,4.2,7.1,5.7,40.4,3.2,0,12.6,23.1,136,110,9.5,16,2014-2015
2014/12/1,29,LAC,MIN,W,Home,regular,1,24.58,3,7,0.429,0,2,0,6,6,1,1,2,3,8,1,0,2,2,12,13.4,22,0.622,0.429,5.6,8.3,7.1,44.4,2,0,17.2,20.7,138,103,1.9,26,2014-2015
2014/12/3,29,LAC,ORL,W,Home,regular,1,28.9,7,10,0.7,3,5,0.6,2,2,1,0,5,5,10,1,0,1,0,19,23.3,27,0.873,0.85,0,18.9,10.6,54.7,1.7,0,8.4,18.6,170,91,16,28,2014-2015
2014/12/6,29,LAC,NOP,W,Home,regular,1,29.9,7,13,0.538,4,6,0.667,0,0,0,0,6,6,16,0,0,2,2,18,21.9,22,0.692,0.692,0,21.9,11.6,80.9,0,0,13.3,25.2,149,115,11.4,20,2014-2015
2014/12/8,29,LAC,PHO,W,Home,regular,1,43.37,8,23,0.348,1,9,0.111,3,4,0.75,1,6,7,10,1,0,3,4,20,12.6,10,0.404,0.37,2.7,17.5,9.7,35.7,1.1,0,10.8,28.2,93,114,-4.8,1,2014-2015
2014/12/10,29,LAC,IND,W,@,regular,1,37.15,7,16,0.438,0,2,0,3,3,1,1,7,8,15,3,0,4,4,17,19.3,22,0.491,0.438,3.2,17.4,11.1,58.8,4.1,0,18.8,25.9,109,97,6.2,7,2014-2015
2014/12/12,29,LAC,WAS,L,@,regular,1,35.07,7,14,0.5,1,4,0.25,4,4,1,2,5,7,6,0,0,6,1,19,12.7,-10,0.603,0.536,6.8,20.1,12.9,36.6,0,0,27.6,27.9,102,118,0.6,-8,2014-2015
2014/12/13,29,LAC,MIL,L,@,regular,1,35.57,5,15,0.333,0,4,0,0,0,0,2,3,5,7,1,0,6,6,10,1.3,7,0.333,0.333,6.3,13.1,9.1,29.3,1.4,0,28.6,25.5,70,118,-13.8,-5,2014-2015
2014/12/15,29,LAC,DET,W,Home,regular,1,24.07,4,7,0.571,2,3,0.667,1,1,1,0,2,2,8,0,0,1,0,11,12.9,17,0.739,0.714,0,8.7,4.9,45.6,0,0,11.8,16.4,156,109,7.5,22,2014-2015
2014/12/17,29,LAC,IND,W,Home,regular,1,37.78,7,14,0.5,1,3,0.333,5,6,0.833,0,6,6,9,5,0,1,2,20,23.9,13,0.601,0.536,0,14.9,8.1,45.5,6.7,0,5.7,20.4,137,95,14.2,2,2014-2015
2014/12/19,29,LAC,DEN,L,@,regular,1,38.83,8,17,0.471,1,4,0.25,0,0,0,3,2,5,15,3,0,4,2,17,19.7,15,0.5,0.5,8.4,7.1,7.8,63.7,3.8,0,19,23.5,111,112,6.5,-3,2014-2015
2014/12/20,29,LAC,MIL,W,Home,regular,1,36.43,6,16,0.375,4,6,0.667,11,12,0.917,1,2,3,9,2,1,2,3,27,24.9,5,0.634,0.5,2.8,6.6,4.5,40.8,2.8,2.3,8.6,29.2,134,108,11.4,4,2014-2015
2014/12/22,29,LAC,SAS,L,@,regular,1,33.62,8,17,0.471,3,6,0.5,6,7,0.857,1,3,4,9,2,2,3,1,25,23.8,-10,0.623,0.559,3.4,15.9,8.3,40.7,3,5.3,13,30.3,127,126,11.9,-7,2014-2015
2014/12/23,29,LAC,ATL,L,@,regular,1,38.97,7,18,0.389,3,7,0.429,2,2,1,2,4,6,7,5,0,3,2,19,17.9,10,0.503,0.472,4.9,11.2,7.9,30.4,6.5,0,13.7,23.6,107,106,7.8,-3,2014-2015
2014/12/25,29,LAC,GSW,W,Home,regular,1,37.5,7,18,0.389,1,4,0.25,7,8,0.875,3,4,7,4,3,0,1,2,22,19.1,15,0.511,0.417,8.2,10.9,9.5,20.4,3.9,0,4.4,25.4,116,87,10.5,14,2014-2015
2014/12/27,29,LAC,TOR,L,Home,regular,1,34.22,3,12,0.25,1,3,0.333,3,4,0.75,0,3,3,8,1,0,1,3,10,7.7,-20,0.363,0.292,0,9.1,4.9,34.2,1.6,0,6.8,20.4,98,124,-6,-12,2014-2015
2014/12/29,29,LAC,UTA,W,Home,regular,1,35.5,7,14,0.5,3,5,0.6,3,4,0.75,1,4,5,8,4,0,2,2,20,21.3,6,0.635,0.607,3.3,10.4,7.3,39.3,5.7,0,11.3,22.9,126,97,11.8,4,2014-2015
2014/12/31,29,LAC,NYK,W,Home,regular,1,27.57,2,11,0.182,1,4,0.25,0,0,0,1,2,3,8,0,0,3,1,5,1.6,14,0.227,0.227,4.6,6.7,5.8,42.8,0,0,21.4,24.2,71,92,-11.7,21,2014-2015
2015/1/3,29,LAC,PHI,W,Home,regular,1,30.42,7,11,0.636,3,5,0.6,7,7,1,2,6,8,12,2,0,1,4,24,30.1,12,0.852,0.773,8.1,19.3,14.3,54.2,3.3,0,6.6,22.8,180,92,20,36,2014-2015
2015/1/5,29,LAC,ATL,L,Home,regular,1,33.07,4,9,0.444,0,2,0,2,2,1,0,6,6,10,0,0,3,6,10,8.7,-13,0.506,0.444,0,19.8,10.1,53.4,0,0,23.3,17.1,104,111,-2.5,-9,2014-2015
2015/1/7,29,LAC,LAL,W,Home,regular,1,31.2,9,15,0.6,4,6,0.667,2,2,1,0,2,2,11,3,0,1,2,24,26.6,44,0.756,0.733,0,7.2,3.5,64.7,4.9,0,5.9,24.9,153,93,20.8,25,2014-2015
2015/1/10,29,LAC,DAL,W,Home,regular,1,30,5,11,0.455,2,4,0.5,5,5,1,0,2,2,13,1,0,0,0,17,22,20,0.644,0.545,0,7,3.7,54.7,1.7,0,0,19.7,161,109,13.4,20,2014-2015
2015/1/11,29,LAC,MIA,L,Home,regular,1,35.98,9,17,0.529,3,8,0.375,2,2,1,0,3,3,9,0,0,2,4,23,18.3,-8,0.643,0.618,0,11.1,5.5,54.6,0,0,10.1,27.6,129,125,8.7,-14,2014-2015
2015/1/14,29,LAC,POR,W,@,regular,1,40.52,6,17,0.353,1,3,0.333,10,10,1,0,6,6,10,2,0,3,4,23,19.7,6,0.537,0.382,0,14.8,7.7,39.6,2.5,0,12.3,28,111,100,6,6,2014-2015
2015/1/16,29,LAC,CLE,L,Home,regular,1,40.67,4,15,0.267,1,7,0.143,6,7,0.857,4,4,8,14,3,0,5,3,15,16.3,11,0.415,0.3,9.6,12.4,10.9,43.2,3.5,0,21.7,22.7,105,121,1.2,-5,2014-2015
2015/1/17,29,LAC,SAC,W,@,regular,1,32.55,4,13,0.308,0,2,0,4,4,1,2,2,4,9,1,0,1,1,12,12.4,11,0.407,0.308,6.9,6.6,6.7,34.8,1.6,0,6.3,21,112,118,-0.8,9,2014-2015
2015/1/19,29,LAC,BOS,W,Home,regular,1,33.67,3,9,0.333,2,2,1,1,2,0.5,0,6,6,6,1,0,3,1,9,7.1,10,0.455,0.444,0,18.6,9.8,24.6,1.6,0,23.3,18.1,88,104,-5.5,9,2014-2015
2015/1/22,29,LAC,BRK,W,Home,regular,1,24.02,2,5,0.4,1,3,0.333,1,1,1,1,4,5,17,3,0,2,0,6,18.1,30,0.551,0.5,5.9,14.8,11.4,75.5,6.3,0,26.9,14,149,82,18.1,39,2014-2015
2015/1/25,29,LAC,PHO,W,@,regular,1,36.47,7,11,0.636,3,5,0.6,6,7,0.857,0,8,8,12,2,0,4,2,23,25.7,27,0.817,0.773,0,25.7,13,46.8,2.7,0,22.1,20.9,144,102,13.4,20,2014-2015
2015/1/26,29,LAC,DEN,W,Home,regular,1,34.77,7,11,0.636,1,3,0.333,0,0,0,0,5,5,8,1,0,3,1,15,14.8,2,0.682,0.682,0,16.1,8.3,39,1.5,0,21.4,18.8,118,112,1.3,4,2014-2015
2015/1/28,29,LAC,UTA,W,@,regular,1,35.23,8,16,0.5,1,6,0.167,4,5,0.8,1,4,5,6,1,0,2,2,21,16.9,2,0.577,0.531,3.3,12.7,8.1,35.4,1.7,0,9.9,29,121,111,6.1,5,2014-2015
2015/1/30,29,LAC,NOP,L,@,regular,1,38.23,10,20,0.5,3,9,0.333,1,2,0.5,0,8,8,7,3,0,1,2,24,22.1,-6,0.575,0.575,0,23.4,11.3,29.8,4.2,0,4.6,26.3,120,110,10.8,-5,2014-2015
2015/1/31,29,LAC,SAS,W,@,regular,1,30.67,9,16,0.563,2,3,0.667,0,0,0,1,2,3,6,1,0,5,3,20,12.7,9,0.625,0.625,3.3,7.1,5.1,36.2,1.6,0,23.8,28.9,106,94,3.7,20,2014-2015
2015/2/2,29,LAC,BRK,L,@,regular,1,37.77,8,18,0.444,2,5,0.4,2,4,0.5,0,8,8,8,3,0,3,4,20,16.2,-3,0.506,0.5,0,21.6,10.5,31.9,4,0,13.2,25.8,105,98,5.2,-2,2014-2015
2015/2/5,29,LAC,CLE,L,@,regular,1,27.47,4,14,0.286,1,4,0.25,1,2,0.5,0,2,2,9,1,0,0,3,10,8.1,-22,0.336,0.321,0,8.1,3.7,50.7,1.8,0,0,23.3,96,113,1,-11,2014-2015
2015/2/6,29,LAC,TOR,L,@,regular,1,39.77,8,16,0.5,2,5,0.4,4,4,1,0,6,6,9,2,0,3,2,22,20.3,-15,0.619,0.563,0,21.9,10.1,38.3,2.7,0,14.5,25.1,119,134,3.2,-16,2014-2015
2015/2/8,29,LAC,OKC,L,@,regular,1,35.65,7,13,0.538,0,4,0,4,4,1,2,4,6,13,3,0,1,3,18,24.2,-21,0.61,0.538,5.9,14.6,9.7,53.7,4.1,0,6.3,19.2,144,129,10.2,-23,2014-2015
2015/2/9,29,LAC,DAL,W,@,regular,1,40.28,7,15,0.467,1,3,0.333,10,10,1,0,6,6,13,2,0,3,3,25,26,23,0.644,0.5,0,14.3,7.1,47.4,2.6,0,13.4,24.1,138,106,11.2,17,2014-2015
2015/2/11,29,LAC,HOU,W,Home,regular,1,37.48,4,14,0.286,1,5,0.2,3,4,0.75,0,6,6,12,2,0,5,4,12,9,9,0.381,0.321,0,15.1,8.5,45.4,2.6,0,24.1,23,86,97,-2.7,15,2014-2015
2015/2/19,29,LAC,SAS,W,Home,regular,1,40.43,9,16,0.563,2,4,0.5,2,3,0.667,0,5,5,16,1,0,4,5,22,21.7,0,0.635,0.625,0,15.6,7.3,60.7,1.2,0,18.8,22.6,127,115,5,4,2014-2015
2015/2/21,29,LAC,SAC,W,Home,regular,1,27.25,5,10,0.5,0,1,0,0,0,0,0,3,3,9,0,0,3,3,10,8,14,0.5,0.5,0,9.3,4.8,42.6,0,0,23.1,19.4,103,100,-6.5,27,2014-2015
2015/2/23,29,LAC,MEM,L,Home,regular,1,39.47,13,22,0.591,2,3,0.667,2,2,1,0,4,4,10,2,2,4,0,30,27.4,4,0.656,0.636,0,11.3,5.9,63.4,2.7,3.7,14.9,33.6,119,97,16.2,-3,2014-2015
2015/2/25,29,LAC,HOU,L,@,regular,1,38.53,8,18,0.444,2,4,0.5,4,4,1,1,2,3,14,0,0,2,4,22,20.1,4,0.557,0.5,2.7,5.1,3.9,58.1,0,0,9.2,23.7,131,119,8.7,-5,2014-2015
2015/2/27,29,LAC,MEM,W,@,regular,1,39.52,7,14,0.5,1,4,0.25,4,4,1,1,3,4,13,2,0,1,4,19,22.1,23,0.603,0.536,3.1,7.4,5.5,57.4,2.6,0,6,20.1,143,90,10.8,18,2014-2015
2015/3/1,29,LAC,CHI,W,@,regular,1,37.72,12,19,0.632,0,4,0,4,6,0.667,1,4,5,12,0,1,1,2,28,27.9,20,0.647,0.632,2.7,8.6,6,67.2,0,2.1,4.4,27.3,145,102,17,10,2014-2015
2015/3/2,29,LAC,MIN,W,@,regular,1,36.72,12,20,0.6,2,4,0.5,0,0,0,0,4,4,14,3,0,1,1,26,29.4,10,0.65,0.65,0,12.5,5.8,64.6,3.9,0,4.8,24.7,143,103,17.1,5,2014-2015
2015/3/4,29,LAC,POR,L,Home,regular,1,42,14,29,0.483,2,6,0.333,6,6,1,0,6,6,12,1,0,5,5,36,25.5,4,0.569,0.517,0,14.6,6.8,78.3,1.2,0,13.6,40.9,107,97,11.7,-5,2014-2015
2015/3/8,29,LAC,GSW,L,@,regular,1,31.17,7,17,0.412,0,4,0,0,0,0,3,2,5,11,2,0,5,4,14,10.7,-14,0.412,0.412,11.8,8.3,10.1,58,3.2,0,22.7,31.6,92,111,-0.5,-8,2014-2015
2015/3/9,29,LAC,MIN,W,Home,regular,1,29.72,1,6,0.167,0,1,0,0,0,0,0,4,4,15,1,0,4,3,2,5.7,15,0.167,0.167,0,14.4,7,72.6,1.8,0,40,16.1,84,86,-5.2,13,2014-2015
2015/3/11,29,LAC,OKC,W,@,regular,1,36.87,11,19,0.579,5,8,0.625,6,7,0.857,0,4,4,9,2,0,5,3,33,27,17,0.747,0.711,0,13.7,6.8,56.7,2.7,0,18.5,32.4,133,113,11.8,12,2014-2015
2015/3/13,29,LAC,DAL,L,@,regular,1,32.98,5,8,0.625,1,2,0.5,0,0,0,0,1,1,7,5,0,4,2,11,12.8,-15,0.688,0.688,0,4.4,1.9,30.2,8,0,33.3,17.1,106,129,1.9,-30,2014-2015
2015/3/15,29,LAC,HOU,L,Home,regular,1,36.63,7,21,0.333,1,3,0.333,8,8,1,0,3,3,5,2,0,3,4,23,12.9,-3,0.469,0.357,0,7.4,4.2,24.4,2.6,0,10.9,32,97,102,-0.4,-2,2014-2015
2015/3/17,29,LAC,CHO,W,Home,regular,1,35.42,6,16,0.375,4,7,0.571,5,6,0.833,0,3,3,8,2,0,2,2,21,17.5,15,0.563,0.5,0,8.8,4.7,40.4,2.9,0,9.7,27.6,114,99,8.1,7,2014-2015
2015/3/18,29,LAC,SAC,W,@,regular,1,39.1,13,20,0.65,4,10,0.4,0,0,0,0,3,3,11,1,0,2,4,30,27.2,17,0.75,0.75,0,10,4.6,46.5,1.3,0,9.1,25.8,148,115,10.9,11,2014-2015
2015/3/20,29,LAC,WAS,W,Home,regular,1,36.87,12,21,0.571,1,3,0.333,5,6,0.833,0,6,6,15,1,0,1,3,30,30.8,28,0.635,0.595,0,17,9.5,66.5,1.4,0,4.1,29.8,145,104,13.5,14,2014-2015
2015/3/22,29,LAC,NOP,W,Home,regular,1,37.6,8,19,0.421,0,4,0,7,8,0.875,1,6,7,11,4,0,2,1,23,24.3,11,0.511,0.421,2.7,21.9,10.8,44.2,5.6,0,8.2,28.2,121,103,10.5,7,2014-2015
2015/3/25,29,LAC,NYK,W,@,regular,1,28.37,5,8,0.625,1,2,0.5,0,0,0,2,1,3,16,4,0,5,1,11,18.9,35,0.688,0.688,10.3,4.2,7,76.2,7,0,38.5,21.8,127,79,13.5,31,2014-2015
2015/3/27,29,LAC,PHI,W,@,regular,1,29.83,9,15,0.6,3,5,0.6,4,4,1,0,3,3,7,1,0,3,3,25,20.7,29,0.746,0.7,0,8.6,5,38.2,1.6,0,15.2,28.5,134,98,8.7,21,2014-2015
2015/3/29,29,LAC,BOS,W,@,regular,1,34.57,5,9,0.556,3,4,0.75,8,8,1,1,2,3,10,2,1,4,1,21,23.3,19,0.839,0.722,3.2,5.7,4.5,40.8,2.8,2.2,24.2,20.2,145,104,12.9,13,2014-2015
2015/3/31,29,LAC,GSW,L,Home,regular,1,39.38,7,17,0.412,1,6,0.167,12,12,1,1,1,2,9,1,0,2,4,27,22.6,4,0.606,0.441,2.8,3,2.9,39.9,1.3,0,8.2,27.5,131,120,7.5,-4,2014-2015
2015/4/1,29,LAC,POR,W,@,regular,1,39.4,13,21,0.619,5,9,0.556,10,10,1,1,4,5,17,4,0,1,2,41,47.5,6,0.807,0.738,3.3,10.6,7.3,68.7,5.2,0,3.8,31.4,174,123,27.8,4,2014-2015
2015/4/4,29,LAC,DEN,W,@,regular,1,31.5,6,10,0.6,4,4,1,7,8,0.875,1,4,5,9,2,0,1,4,23,25.6,10,0.851,0.8,3.6,12.4,8.4,55.2,3.2,0,6.9,20.2,177,97,19.4,15,2014-2015
2015/4/5,29,LAC,LAL,W,@,regular,1,29.72,3,7,0.429,1,3,0.333,0,0,0,0,4,4,15,2,0,1,1,7,15.6,27,0.5,0.5,0,13.7,8,68.9,3.8,0,12.5,13.9,150,89,11.5,28,2014-2015
2015/4/7,29,LAC,LAL,W,Home,regular,1,34.55,5,11,0.455,0,2,0,9,9,1,0,5,5,10,2,0,0,2,19,23,12,0.635,0.455,0,14.5,7.8,43.3,2.9,0,0,20.3,149,103,9.5,5,2014-2015
2015/4/11,29,LAC,MEM,W,Home,regular,1,35.2,6,13,0.462,1,4,0.25,2,2,1,0,5,5,14,1,1,2,2,15,18.5,16,0.54,0.5,0,16.2,7.9,71.2,1.5,2,12.6,19.6,122,93,10.4,8,2014-2015
2015/4/13,29,LAC,DEN,W,Home,regular,1,37.02,6,11,0.545,1,2,0.5,4,4,1,1,6,7,9,2,0,1,2,17,20.7,21,0.666,0.591,2.8,13.2,8.6,39.9,2.8,0,7.3,16,146,107,7.3,7,2014-2015
2015/4/14,29,LAC,PHO,W,@,regular,1,28.92,8,17,0.471,6,11,0.545,0,0,0,0,1,1,6,2,1,1,3,22,18.3,21,0.647,0.647,0,3.8,2,34.7,3.6,3.1,5.6,27.9,136,108,13.2,11,2014-2015
2013/10/29,28,LAC,LAL,L,@,regular,1,35.97,5,13,0.385,0,2,0,5,5,1,0,6,6,11,5,0,1,4,15,19.8,-13,0.493,0.385,0,16.7,8.7,42.8,6.6,0,6.2,19.8,122,104,7,-13,2013-2014
2013/10/31,28,LAC,GSW,W,Home,regular,1,37.43,12,20,0.6,2,6,0.333,16,17,0.941,1,1,2,15,6,0,6,4,42,42.3,17,0.764,0.65,3.3,3.4,3.3,72.3,7.4,0,17.9,34.3,147,104,25.3,11,2013-2014
2013/11/1,28,LAC,SAC,W,@,regular,1,35.95,7,14,0.5,3,5,0.6,9,9,1,2,2,4,10,0,0,3,4,26,23.4,9,0.724,0.607,7.6,6.8,7.2,52,0,0,14.3,28,147,120,9.2,9,2013-2014
2013/11/4,28,LAC,HOU,W,Home,regular,1,33.28,7,13,0.538,1,3,0.333,8,8,1,0,3,3,17,2,0,2,2,23,28.7,27,0.696,0.577,0,10.3,5.2,63,2.8,0,10.8,23,154,115,13.9,19,2013-2014
2013/11/6,28,LAC,ORL,L,@,regular,1,35.32,8,19,0.421,0,2,0,2,2,1,2,3,5,10,2,0,4,6,18,12.8,-4,0.453,0.421,4.6,9.5,6.7,54.1,2.8,0,16.8,27.7,93,100,2.3,-8,2013-2014
2013/11/7,28,LAC,MIA,L,@,regular,1,37.43,3,11,0.273,0,3,0,5,5,1,0,5,5,12,2,0,5,5,11,9.4,3,0.417,0.273,0,17.3,9.4,47.9,2.9,0,27.5,23.5,96,110,-2.4,-5,2013-2014
2013/11/9,28,LAC,HOU,W,@,regular,1,37.17,5,13,0.385,1,3,0.333,3,3,1,2,3,5,13,2,0,3,5,14,15.3,14,0.489,0.423,5.5,9.7,7.4,47.2,2.7,0,17.3,20.1,118,101,4.4,13,2013-2014
2013/11/11,28,LAC,MIN,W,Home,regular,1,34.6,7,14,0.5,0,2,0,7,8,0.875,1,3,4,11,4,0,6,0,21,20.9,-6,0.599,0.5,4,7.9,6.3,44.5,5.7,0,25.5,30.7,107,104,7.7,2,2013-2014
2013/11/13,28,LAC,OKC,W,Home,regular,1,40.87,5,15,0.333,0,6,0,4,4,1,0,7,7,16,3,1,2,1,14,20.1,10,0.418,0.333,0,20.6,9.7,56.7,3.5,2,10.7,17.9,119,99,7.3,8,2013-2014
2013/11/16,28,LAC,BRK,W,Home,regular,1,34.47,3,12,0.25,2,4,0.5,4,4,1,0,7,7,13,3,0,1,2,12,17.2,7,0.436,0.333,0,18.1,10.8,50.5,4.5,0,6.8,19.2,133,103,7.4,7,2013-2014
2013/11/18,28,LAC,MEM,L,Home,regular,1,35.45,5,14,0.357,0,2,0,8,9,0.889,1,8,9,11,0,0,2,3,18,17.4,-3,0.501,0.357,2.6,27.1,13.2,54.7,0,0,10,24.3,119,118,3.9,-4,2013-2014
2013/11/20,28,LAC,MIN,W,@,regular,1,35.27,8,16,0.5,2,5,0.4,2,3,0.667,1,5,6,11,4,0,3,1,20,22.1,3,0.577,0.563,3.3,14.5,9.3,51.4,5.3,0,14.8,25.8,119,90,13.3,4,2013-2014
2013/11/21,28,LAC,OKC,L,@,regular,1,35.28,7,11,0.636,3,4,0.75,0,0,0,0,5,5,12,0,0,3,2,17,18.2,-8,0.773,0.773,0,17,7.6,57.3,0,0,21.4,17.5,132,112,7.7,-14,2013-2014
2013/11/23,28,LAC,SAC,W,Home,regular,1,37.92,7,13,0.538,3,4,0.75,5,8,0.625,0,6,6,9,1,0,2,5,22,19.6,3,0.666,0.654,0,16.9,8.9,47.2,1.3,0,10.8,22.4,131,105,7.5,1,2013-2014
2013/11/24,28,LAC,CHI,W,Home,regular,1,27.2,6,10,0.6,1,4,0.25,3,4,0.75,0,1,1,17,2,1,1,1,16,24.5,22,0.68,0.65,0,3.6,2.1,80.2,3.8,2.6,7.8,22.7,157,88,23.2,39,2013-2014
2013/11/27,28,LAC,NYK,W,Home,regular,1,26.25,4,9,0.444,1,5,0.2,6,7,0.857,1,4,5,7,2,0,2,0,15,16.7,0,0.621,0.5,4.7,15.6,10.6,51.9,4.1,0,14.2,25.6,126,85,15.6,13,2013-2014
2013/12/1,28,LAC,IND,L,Home,regular,1,34,6,15,0.4,0,1,0,5,5,1,0,3,3,10,1,0,1,4,17,15.2,-19,0.494,0.4,0,9.2,4.7,51.3,1.5,0,5.5,24.1,118,114,4.3,-5,2013-2014
2013/12/4,28,LAC,ATL,L,@,regular,1,36.87,7,17,0.412,0,3,0,5,6,0.833,0,3,3,11,3,0,1,1,19,19.7,-9,0.484,0.412,0,10.6,5.1,47.9,4.2,0,4.8,25.9,113,111,9.1,-10,2013-2014
2013/12/5,28,LAC,MEM,W,@,regular,1,27.12,6,11,0.545,2,4,0.5,1,2,0.5,0,4,4,8,2,1,2,3,15,15.6,14,0.631,0.636,0,17.3,9.1,51.7,3.9,2.8,14.4,23.9,128,84,14.7,20,2013-2014
2013/12/7,28,LAC,CLE,L,@,regular,1,38.65,4,16,0.25,1,6,0.167,4,6,0.667,1,6,7,15,3,0,3,5,13,13.6,7,0.349,0.281,2.3,14.6,8.3,80.9,3.9,0,13.9,24.1,86,89,4.3,-6,2013-2014
2013/12/9,28,LAC,PHI,W,@,regular,1,34.35,10,18,0.556,2,3,0.667,3,5,0.6,0,1,1,13,3,0,4,3,25,22.8,18,0.619,0.611,0,2.6,1.4,86.4,4.3,0,16.5,31.7,117,87,14.9,11,2013-2014
2013/12/11,28,LAC,BOS,W,@,regular,1,36.47,8,16,0.5,0,2,0,6,8,0.75,1,6,7,9,2,0,3,0,22,21,7,0.564,0.5,3.3,21.3,12,50.5,2.8,0,13.3,28.5,114,94,8,8,2013-2014
2013/12/12,28,LAC,BRK,L,@,regular,1,28.13,6,13,0.462,2,3,0.667,6,7,0.857,0,2,2,2,0,0,0,3,20,13.7,-5,0.622,0.538,0,8.7,4,21.6,0,0,0,25.7,131,113,6.6,-9,2013-2014
2013/12/14,28,LAC,WAS,W,@,regular,1,32.82,11,14,0.786,5,7,0.714,11,11,1,1,2,3,12,3,0,2,2,38,42.5,24,1.008,0.964,5,7.7,6.5,76.6,4.9,0,9.6,32.9,188,105,34.6,16,2013-2014
2013/12/16,28,LAC,SAS,W,Home,regular,1,35.8,8,13,0.615,1,3,0.333,6,7,0.857,1,7,8,7,4,0,2,1,23,26,14,0.715,0.654,3.7,21.8,13.6,33.2,5.5,0,11.1,22.2,145,88,15.4,23,2013-2014
2013/12/18,28,LAC,NOP,W,Home,regular,1,34.05,4,13,0.308,1,4,0.25,3,4,0.75,1,4,5,11,2,0,1,2,12,13.9,7,0.407,0.346,2.9,10.1,6.8,56.7,3.1,0,6.3,21.6,111,102,2.8,13,2013-2014
2013/12/21,28,LAC,DEN,W,Home,regular,1,30.35,3,8,0.375,0,1,0,4,5,0.8,0,3,3,11,3,0,3,2,10,13,18,0.49,0.375,0,9.5,4.9,50.8,4.7,0,22.7,17.9,111,88,4.6,21,2013-2014
2013/12/22,28,LAC,MIN,W,Home,regular,1,43.12,6,19,0.316,0,5,0,7,8,0.875,2,4,6,13,2,0,3,0,19,18.4,6,0.422,0.316,4.8,10.2,7.4,41.4,2.4,0,11.8,25.7,107,113,2.5,4,2013-2014
2013/12/25,28,LAC,GSW,L,@,regular,1,39.97,9,20,0.45,1,3,0.333,7,7,1,0,2,2,11,2,0,3,3,26,21.7,-1,0.563,0.475,0,5,2.8,45.3,2.5,0,11.5,30.1,114,112,6.1,-2,2013-2014
2013/12/26,28,LAC,POR,L,@,regular,1,44.83,16,29,0.552,2,3,0.667,0,1,0,0,3,3,16,6,0,1,1,34,36.4,10,0.577,0.586,0,7,3.3,62.9,6.8,0,3.3,29.9,128,104,21.8,-4,2013-2014
2013/12/28,28,LAC,UTA,W,Home,regular,1,37.13,8,16,0.5,0,0,0,5,6,0.833,2,8,10,9,5,0,2,3,21,24.5,5,0.563,0.5,5.9,24.6,15,47.2,6.8,0,9.7,25.6,118,85,12,8,2013-2014
2013/12/30,28,LAC,PHO,L,Home,regular,1,29.93,5,14,0.357,0,0,0,1,2,0.5,0,4,4,7,2,0,4,2,11,6.1,-28,0.37,0.357,0,14.6,6.9,48.8,3.2,0,21.2,26,76,106,-2.5,-19,2013-2014
2014/1/1,28,LAC,CHA,W,Home,regular,1,32.38,7,14,0.5,1,4,0.25,2,2,1,0,4,4,14,1,0,3,1,17,18.6,17,0.571,0.536,0,13.8,7.2,56.7,1.6,0,16.8,25.9,123,94,6.4,27,2013-2014
2014/1/3,28,LAC,DAL,W,@,regular,1,21.82,5,8,0.625,5,6,0.833,4,4,1,0,3,3,6,1,0,1,1,19,20.1,7,0.973,0.938,0,15,7.8,45.5,2.4,0,9.3,21.8,187,118,25.5,7,2013-2014
2014/2/9,28,LAC,PHI,W,Home,regular,1,22.73,3,6,0.5,0,0,0,1,2,0.5,1,1,2,8,4,0,4,1,7,9.8,42,0.509,0.5,6,3.1,4.1,38.7,8.1,0,36.8,19.4,98,72,5.3,45,2013-2014
2014/2/12,28,LAC,POR,W,Home,regular,1,38.8,10,15,0.667,0,0,0,0,2,0,0,4,4,12,3,0,3,3,20,21.1,6,0.63,0.667,0,13.4,7.6,44.1,3.9,0,15.9,23.2,123,120,4.6,5,2013-2014
