Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Resultdifference,season
2012/1/29,26,LAC,DEN,W,@,regular,1,37.6,9,19,0.474,3,6,0.5,4,4,1,1,5,6,7,2,1,1,4,25,22.5,19,0.602,0.553,2.8,15.6,8.8,32.5,2.8,1.9,4.6,26.1,136,111,9.4,4,2011-2012
2012/1/30,26,LAC,OKC,W,Home,regular,1,36.92,12,16,0.75,2,3,0.667,0,0,0,0,0,0,14,2,0,2,1,26,29,10,0.813,0.813,0,0,0,61.9,2.8,0,11.1,23.7,161,113,16.5,12,2011-2012
2012/2/1,26,LAC,UTA,W,@,regular,1,35.75,15,24,0.625,3,7,0.429,1,2,0.5,2,3,5,11,3,0,4,1,34,31.4,12,0.683,0.688,6.7,9,7.9,67.6,4.2,0,13.9,35.5,133,106,20.7,2,2011-2012
2012/2/2,26,LAC,DEN,L,Home,regular,1,30.92,6,9,0.667,2,2,1,1,3,0.333,0,1,1,9,1,0,2,2,15,15.1,-12,0.727,0.778,0,5.2,2.3,47.1,1.8,0,16.2,19.1,134,132,6.2,-21,2011-2012
2012/2/4,26,LAC,WAS,W,@,regular,1,28,1,8,0.125,0,1,0,0,2,0,1,2,3,7,3,0,1,3,2,3,28,0.113,0.125,4.8,7,6.1,27.7,5.7,0,10.1,14.9,83,86,-5.4,26,2011-2012
2012/2/6,26,LAC,ORL,W,@,regular,1,44.18,9,16,0.563,3,3,1,8,8,1,0,7,7,8,2,0,3,3,29,26.9,-1,0.743,0.656,0,18.3,10.1,38.1,2.6,0,13.3,25.7,143,109,11.2,5,2011-2012
2012/2/8,26,LAC,CLE,L,@,regular,1,36.95,5,16,0.313,0,2,0,6,6,1,0,3,3,12,3,0,2,2,16,16.3,2,0.429,0.313,0,11.8,5.3,61.1,4.6,0,9.7,25.8,110,113,5.9,-7,2011-2012
2012/2/10,26,LAC,PHI,W,@,regular,1,39.2,10,20,0.5,0,4,0,4,4,1,1,3,4,4,1,0,1,0,24,18.4,5,0.551,0.5,2.7,9.2,5.7,23.6,1.5,0,4.4,28.3,122,99,12.4,1,2011-2012
2012/2/11,26,LAC,CHA,W,@,regular,1,29.63,6,11,0.545,0,1,0,6,6,1,2,3,5,14,2,0,1,2,18,25,28,0.66,0.545,9.5,10.6,10.1,72.5,3.9,0,6.8,24.6,160,100,18.4,25,2011-2012
2012/2/13,26,LAC,DAL,L,@,regular,1,32.1,5,10,0.5,2,4,0.5,4,4,1,0,5,5,9,2,0,5,2,16,15,7,0.68,0.6,0,15.9,8.7,52.7,3.3,0,29.8,24.1,113,102,5.6,-4,2011-2012
2012/2/15,26,LAC,WAS,W,Home,regular,1,33.08,7,17,0.412,2,3,0.667,0,1,0,1,2,3,9,1,0,1,3,16,12.9,15,0.459,0.471,3.2,6.9,5,52.6,1.7,0,5.4,24.7,124,99,5.1,18,2011-2012
2012/2/16,26,LAC,POR,W,@,regular,1,38.48,5,15,0.333,1,2,0.5,2,3,0.667,1,5,6,3,4,0,4,1,13,8,4,0.398,0.367,3,15.2,9.1,15.7,6,0,19.7,25.3,78,80,2.5,3,2011-2012
2012/2/18,26,LAC,SAS,L,Home,regular,1,40.67,6,19,0.316,1,3,0.333,8,8,1,0,2,2,6,2,0,2,1,21,14.5,-20,0.466,0.342,0,5,2.7,27.7,2.7,0,8.2,28.2,106,108,3.3,-3,2011-2012
2012/2/20,26,LAC,GSW,L,@,regular,1,40.37,7,16,0.438,3,7,0.429,7,8,0.875,3,2,5,6,1,0,5,3,24,16.9,-3,0.615,0.531,8.5,5.7,7.1,28.9,1.4,0,20.4,27.5,121,124,4.1,-7,2011-2012
2012/2/22,26,LAC,DEN,W,Home,regular,1,39.42,11,16,0.688,3,7,0.429,11,12,0.917,0,1,1,9,2,0,3,1,36,34,22,0.846,0.781,0,2.7,1.3,44.5,2.7,0,12.4,27,160,110,21.5,8,2011-2012
2012/2/28,26,LAC,MIN,L,Home,regular,1,37.17,11,17,0.647,1,2,0.5,4,6,0.667,0,4,4,6,1,1,1,2,27,24,-10,0.687,0.676,0,13.2,6.4,30,1.5,2.3,4.8,26,140,123,11.5,-12,2011-2012
2012/3/1,26,LAC,SAC,W,@,regular,1,32.38,9,18,0.5,1,2,0.5,3,3,1,1,1,2,9,3,0,2,1,22,20.9,18,0.569,0.528,4,4.1,4.1,43.5,4.7,0,9.4,30.2,121,106,7.2,8,2011-2012
2012/3/2,26,LAC,PHO,L,@,regular,1,36.53,6,15,0.4,2,5,0.4,2,3,0.667,0,1,1,5,2,0,2,3,16,10.1,-2,0.49,0.467,0,2.7,1.3,27.2,3.1,0,10.9,23.8,101,99,3.6,-3,2011-2012
2012/3/4,26,LAC,HOU,W,@,regular,1,42.17,10,22,0.455,0,3,0,8,10,0.8,1,3,4,10,1,0,2,4,28,21.8,-4,0.53,0.455,2.9,7.7,5.5,45.8,1.3,0,7,32.5,121,111,7.1,2,2011-2012
2012/3/5,26,LAC,MIN,L,@,regular,1,34.78,5,14,0.357,0,4,0,8,9,0.889,1,3,4,5,1,0,2,1,18,13.5,-2,0.501,0.357,3.1,8.3,5.8,25.5,1.6,0,10,26,113,112,2.4,-1,2011-2012
2012/3/7,26,LAC,NJN,L,@,regular,1,39.08,7,11,0.636,3,4,0.75,5,5,1,0,6,6,10,5,0,5,3,22,24.7,-4,0.833,0.773,0,19.4,10.2,46.5,6.7,0,27.5,21.5,136,100,14.2,-1,2011-2012
2012/3/9,26,LAC,SAS,W,@,regular,1,37.82,12,20,0.6,3,6,0.5,9,9,1,1,3,4,11,4,0,1,3,36,37.9,14,0.751,0.675,3.6,9.3,6.7,50.3,5.6,0,4,31.2,166,111,24.1,12,2011-2012
2012/3/11,26,LAC,GSW,L,Home,regular,1,35.6,10,18,0.556,0,4,0,3,6,0.5,0,2,2,5,3,0,2,1,23,17.9,-4,0.557,0.556,0,8.4,3.4,32.9,4.6,0,8.8,28.7,113,109,6,-4,2011-2012
2012/3/12,26,LAC,BOS,L,Home,regular,1,40.42,3,12,0.25,1,5,0.2,7,7,1,2,2,4,5,2,0,4,4,14,8.7,-12,0.464,0.292,5.3,7.7,6.3,21.6,2.8,0,21,20.9,101,113,-1.2,-9,2011-2012
2012/3/14,26,LAC,ATL,W,Home,regular,1,31.42,5,9,0.556,3,5,0.6,0,0,0,0,2,2,9,2,0,0,1,13,17.2,16,0.722,0.722,0,8.5,4.4,45.3,3.7,0,0,15.5,168,101,13.6,14,2011-2012
2012/3/15,26,LAC,PHO,L,Home,regular,1,37.13,5,12,0.417,0,3,0,0,1,0,2,5,7,11,1,0,1,2,10,13,13,0.402,0.417,6.2,17,11.3,43.7,1.6,0,7.4,17.3,114,111,2.4,-4,2011-2012
2012/3/17,26,LAC,HOU,W,Home,regular,1,37.78,7,16,0.438,1,4,0.25,8,8,1,2,1,3,5,5,1,2,1,23,23.1,12,0.589,0.469,5.3,4,4.8,24.3,7.3,2.4,9.3,25.1,131,95,15.9,4,2011-2012
2012/3/18,26,LAC,DET,W,Home,regular,1,43.8,8,14,0.571,1,4,0.25,2,2,1,1,8,9,15,4,0,0,0,19,30,14,0.638,0.607,2.8,22.5,12.5,71.7,5.3,0,0,17.1,151,83,21.2,4,2011-2012
2012/3/20,26,LAC,IND,L,@,regular,1,34.8,6,11,0.545,1,3,0.333,3,6,0.5,0,1,1,8,1,0,1,2,16,14.6,-5,0.587,0.591,0,4.2,1.8,38.4,1.7,0,6.8,19.8,133,130,6,-13,2011-2012
2012/3/21,26,LAC,OKC,L,@,regular,1,32.23,3,12,0.25,2,7,0.286,5,5,1,0,1,1,10,5,0,3,0,13,15.1,-4,0.458,0.333,0,4.3,1.9,60.7,8.4,0,17.4,24.9,102,118,9,-23,2011-2012
2012/3/22,26,LAC,NOH,L,@,regular,1,34.53,5,14,0.357,1,5,0.2,5,5,1,0,0,0,9,2,0,1,5,16,13.5,-5,0.494,0.393,0,0,0,44.6,3.2,0,5.8,21.6,126,113,6.2,-7,2011-2012
2012/3/24,26,LAC,MEM,W,Home,regular,1,36,6,13,0.462,0,4,0,7,9,0.778,0,1,1,13,2,0,1,3,19,20.7,28,0.56,0.462,0,3.3,1.8,61.9,3.2,0,5.6,24.6,136,104,10,16,2011-2012
2012/3/26,26,LAC,NOH,W,Home,regular,1,35.02,9,17,0.529,2,6,0.333,5,5,1,0,3,3,10,4,0,1,2,25,26.8,16,0.651,0.588,0,15.8,6.7,55.6,6.1,0,5,28.5,139,89,17.1,12,2011-2012
2012/3/28,26,LAC,PHO,W,Home,regular,1,37.15,6,15,0.4,2,3,0.667,1,1,1,0,5,5,15,2,0,2,3,15,17.7,9,0.486,0.467,0,13.7,7.3,58.3,2.9,0,11.5,21.6,122,95,8.1,17,2011-2012
2012/3/30,26,LAC,POR,W,Home,regular,1,39.18,8,13,0.615,1,2,0.5,3,4,0.75,0,1,1,14,4,0,1,1,20,26.4,11,0.678,0.654,0,3.4,1.8,58.7,5.8,0,6.3,20.2,151,111,15.4,1,2011-2012
2012/3/31,26,LAC,UTA,W,Home,regular,1,30.93,10,14,0.714,2,3,0.667,4,5,0.8,1,2,3,6,0,0,2,1,26,22.9,-5,0.802,0.786,5.2,7.2,6.4,39.6,0,0,11,29.9,149,115,11.5,9,2011-2012
2012/4/2,26,LAC,DAL,W,@,regular,1,34.2,3,12,0.25,0,5,0,2,3,0.667,1,4,5,10,1,0,1,0,8,9.3,15,0.3,0.25,3.3,12.8,8.1,40.3,1.6,0,7,20.4,101,92,-0.4,19,2011-2012
2012/4/4,26,LAC,LAL,L,Home,regular,1,39.77,8,17,0.471,1,3,0.333,5,6,0.833,2,0,2,16,0,0,3,3,22,21.3,-13,0.56,0.5,4.8,0,2.7,57.9,0,0,13.3,24,130,129,5.5,-5,2011-2012
2012/4/5,26,LAC,SAC,W,@,regular,1,35.53,4,16,0.25,0,2,0,5,7,0.714,2,3,5,8,5,0,5,2,13,9.7,4,0.341,0.25,6.9,8.4,7.8,35.3,7.5,0,20.8,30,80,87,0.9,8,2011-2012
2012/4/7,26,LAC,SAC,W,Home,regular,1,36.83,6,14,0.429,1,2,0.5,6,6,1,0,5,5,15,7,0,3,2,19,26.8,11,0.571,0.464,0,15.2,7.6,54,8.9,0,15.3,22.4,126,82,13.4,15,2011-2012
2012/4/9,26,LAC,MEM,L,@,regular,1,41.18,7,17,0.412,1,4,0.25,6,7,0.857,1,2,3,6,3,0,2,4,21,16.4,-6,0.523,0.441,2.5,6.3,4.2,27.1,4.1,0,9.1,25.2,113,111,5.9,-9,2011-2012
2012/4/11,26,LAC,OKC,W,@,regular,1,36.8,11,20,0.55,2,4,0.5,7,7,1,2,4,6,4,2,0,1,3,31,26.6,4,0.672,0.6,6.5,14.5,10.3,22.1,3,0,4.2,31,141,109,16,2,2011-2012
2012/4/12,26,LAC,MIN,W,@,regular,1,28.8,3,8,0.375,1,2,0.5,1,1,1,0,4,4,8,2,0,1,3,8,10.2,7,0.474,0.438,0,15.5,7.4,39.2,3.8,0,10.6,15.1,121,91,2.8,13,2011-2012
2012/4/14,26,LAC,GSW,W,Home,regular,1,35.63,12,17,0.706,3,3,1,1,1,1,1,3,4,13,3,0,3,5,28,29.6,11,0.803,0.794,3.3,10.4,6.7,62.9,4.4,0,14.7,26.4,155,110,18.2,8,2011-2012
2012/4/16,26,LAC,OKC,W,Home,regular,1,36.08,5,12,0.417,1,5,0.2,1,2,0.5,2,1,3,10,2,0,2,1,12,13.5,5,0.466,0.458,6.3,2.9,4.5,45.3,3.2,0,13.4,19.6,118,95,7.1,15,2011-2012
2012/4/18,26,LAC,DEN,W,@,regular,1,34.65,8,19,0.421,1,3,0.333,4,5,0.8,1,3,4,8,3,1,3,5,21,16.4,4,0.495,0.447,3.4,12.6,7.5,41.2,4.6,2.5,12.4,32.3,109,105,3.7,6,2011-2012
2012/4/19,26,LAC,PHO,L,@,regular,1,36.73,6,19,0.316,0,2,0,7,7,1,0,2,2,10,1,0,1,2,19,14.9,0,0.43,0.316,0,6.4,3.1,44.8,1.5,0,4.3,30.3,110,114,2.4,-3,2011-2012
2012/4/22,26,LAC,NOH,W,Home,regular,1,39.03,8,18,0.444,0,4,0,17,19,0.895,0,4,4,13,8,0,2,3,33,37.9,8,0.626,0.444,0,13.7,6.6,69,10.5,0,7.1,32.6,140,91,23.4,9,2011-2012
2012/4/24,26,LAC,ATL,L,@,regular,1,37.72,10,20,0.5,4,6,0.667,10,11,0.909,0,5,5,8,2,0,2,2,34,29.9,-1,0.684,0.6,0,15.9,8.3,37.3,2.8,0,7.5,33.2,142,118,15,-7,2011-2012
2010/10/27,25,NOH,MIL,W,Home,regular,1,37.23,6,11,0.545,1,2,0.5,4,6,0.667,1,3,4,16,0,0,1,3,17,21.5,11,0.623,0.591,3,8.4,5.8,78.5,0,0,6.8,18.7,140,102,12.2,4,2010-2011
2010/10/29,25,NOH,DEN,W,Home,regular,1,37.08,6,14,0.429,0,3,0,6,6,1,2,5,7,7,1,0,0,2,18,18.6,1,0.541,0.429,7,18.5,12.6,30,1.5,0,0,21,138,110,4.4,6,2010-2011
2010/10/30,25,NOH,SAS,W,@,regular,1,31.13,8,15,0.533,2,2,1,7,7,1,0,7,7,5,2,0,3,1,25,21.9,4,0.691,0.6,0,22.5,13.3,28.9,3.3,0,14.2,32.7,123,91,11.9,9,2010-2011
2010/11/3,25,NOH,HOU,W,@,regular,1,34.82,7,12,0.583,1,1,1,10,12,0.833,1,6,7,8,4,1,1,1,25,30,12,0.723,0.625,3,18.8,10.7,41.9,5.8,2,5.5,23.9,153,96,19.5,8,2010-2011
2010/11/5,25,NOH,MIA,W,Home,regular,1,36.28,5,13,0.385,0,2,0,3,3,1,0,2,2,19,5,0,3,4,13,20.2,9,0.454,0.385,0,6.6,3.4,77.6,7.4,0,17.3,23,115,95,13.6,3,2010-2011
2010/11/6,25,NOH,MIL,W,@,regular,1,33.13,7,12,0.583,0,0,0,0,0,0,1,8,9,6,2,0,3,1,14,14.3,15,0.583,0.583,3.5,24.1,14.6,41.7,3.3,0,20,22.2,108,87,6.3,6,2010-2011
2010/11/9,25,NOH,LAC,W,Home,regular,1,28.2,6,10,0.6,1,1,1,0,0,0,0,2,2,8,3,0,1,1,13,16.2,11,0.65,0.65,0,9.7,4.7,47.3,5.5,0,9.1,18.9,132,85,10.7,19,2010-2011
2010/11/13,25,NOH,POR,W,Home,regular,1,32.15,2,6,0.333,1,2,0.5,6,6,1,0,4,4,13,5,0,5,2,11,17.1,8,0.637,0.417,0,13.9,7.7,57.1,8.6,0,36.7,20.4,114,88,12.3,20,2010-2011
2010/11/15,25,NOH,DAL,L,@,regular,1,32.62,9,16,0.563,2,5,0.4,2,4,0.5,0,4,4,9,3,0,3,4,22,19.5,-1,0.619,0.625,0,15.5,7.4,63.8,5.1,0,14.5,30.4,123,107,12.5,-3,2010-2011
2010/11/17,25,NOH,DAL,W,Home,regular,1,36.73,8,13,0.615,2,2,1,2,3,0.667,0,2,2,11,0,0,2,3,20,18.8,3,0.698,0.692,0,9.3,4,48.6,0,0,12.3,21.8,138,116,7.5,2,2010-2011
2010/11/19,25,NOH,CLE,W,Home,regular,1,33.7,4,8,0.5,2,3,0.667,5,6,0.833,1,3,4,10,6,0,3,3,15,21,5,0.705,0.625,3,8.7,5.9,42.8,8.9,0,22,18.1,129,93,13.9,7,2010-2011
2010/11/21,25,NOH,SAC,W,@,regular,1,39.62,2,12,0.167,0,3,0,5,5,1,2,5,7,14,5,0,2,3,9,15.9,11,0.317,0.167,4.5,13.2,8.5,66.3,6.7,0,12.3,18,92,71,9.8,4,2010-2011
2010/11/22,25,NOH,LAC,L,@,regular,1,32.23,5,12,0.417,3,5,0.6,1,1,1,0,4,4,6,2,0,4,3,14,9.8,-2,0.563,0.542,0,13.9,7.2,30.2,3.3,0,24.3,24.5,97,105,2.6,-4,2010-2011
2010/11/24,25,NOH,UTA,L,@,regular,1,35.88,4,8,0.5,1,3,0.333,8,8,1,0,3,3,9,5,0,1,4,17,22.6,-6,0.738,0.563,0,10.8,5.4,50.9,7.4,0,8,16.7,155,105,16.8,-18,2010-2011
2010/11/26,25,NOH,POR,W,@,regular,1,35.68,4,6,0.667,0,0,0,8,8,1,0,6,6,13,2,0,5,3,16,20.1,27,0.84,0.667,0,18.8,10.8,61.1,3.3,0,34.4,20.5,137,91,12,19,2010-2011
2010/11/28,25,NOH,SAS,L,Home,regular,1,32.95,6,13,0.462,1,2,0.5,2,2,1,0,6,6,7,1,0,3,4,15,11.4,-10,0.54,0.5,0,21.9,11.5,37.4,1.6,0,17.8,26.3,102,121,-1.8,-14,2010-2011
2010/11/29,25,NOH,OKC,L,@,regular,1,35.37,6,13,0.462,1,2,0.5,4,4,1,0,2,2,14,5,0,2,2,17,22.9,5,0.576,0.5,0,5.8,3,68.2,7.2,0,11.9,22.2,123,95,16.9,-6,2010-2011
2010/12/1,25,NOH,CHA,W,Home,regular,1,39.2,4,7,0.571,1,2,0.5,0,0,0,0,5,5,14,4,0,3,0,9,18,19,0.643,0.643,0,15.7,7.7,55.1,5.8,0,30,12.8,122,82,10.8,16,2010-2011
2010/12/3,25,NOH,NYK,L,Home,regular,1,30.8,4,9,0.444,2,3,0.667,7,7,1,0,4,4,10,3,0,2,5,17,19.5,-9,0.704,0.556,0,14.8,7.2,58.2,4.9,0,14.2,20.1,141,100,13.8,-8,2010-2011
2010/12/5,25,NOH,SAS,L,@,regular,1,32.1,5,13,0.385,2,4,0.5,4,5,0.8,0,5,5,8,2,0,4,2,16,12.8,-21,0.526,0.462,0,24.9,11,46.9,3.4,0,20.8,29.2,96,119,3.4,-25,2010-2011
2010/12/8,25,NOH,DET,W,Home,regular,1,29.35,2,7,0.286,0,1,0,2,2,1,0,2,2,14,5,0,1,2,6,15.5,24,0.381,0.286,0,6.5,3.9,67.9,9.5,0,11.3,15.6,118,74,14.1,19,2010-2011
2010/12/10,25,NOH,OKC,L,Home,regular,1,36.13,7,10,0.7,1,3,0.333,3,3,1,0,0,0,7,5,0,3,4,18,19.1,-4,0.795,0.75,0,0,0,36.2,7.3,0,20.9,18.4,135,102,10.9,-5,2010-2011
2010/12/12,25,NOH,PHI,L,@,regular,1,32.32,8,12,0.667,2,2,1,7,7,1,0,2,2,3,3,0,4,4,25,19.9,-11,0.829,0.75,0,7.1,3.1,36.8,4.9,0,21,27.8,137,91,18.1,-18,2010-2011
2010/12/13,25,NOH,MIA,L,@,regular,1,35.7,3,10,0.3,0,3,0,5,6,0.833,1,7,8,5,0,0,2,4,11,7.5,-11,0.435,0.3,3.5,24.8,14.2,28.1,0,0,13.7,20.9,95,118,-3.6,-12,2010-2011
2010/12/15,25,NOH,SAC,W,Home,regular,1,37.52,5,11,0.455,0,0,0,12,13,0.923,0,3,3,11,1,0,0,2,22,24.7,4,0.658,0.455,0,9.8,4.6,51,1.4,0,0,20.9,158,103,11.3,3,2010-2011
2010/12/17,25,NOH,UTA,W,Home,regular,1,31.68,5,11,0.455,0,0,0,1,1,1,1,6,7,10,1,0,3,4,11,11.2,18,0.481,0.455,5.1,19.3,13.8,49.8,1.7,0,20.8,21.7,114,82,2,29,2010-2011
2010/12/19,25,NOH,DET,L,@,regular,1,39.22,9,16,0.563,3,5,0.6,2,2,1,0,2,2,10,3,0,1,1,23,24.6,0,0.681,0.656,0,6.8,3.2,50.4,4.1,0,5.6,21,150,110,14.5,-3,2010-2011
2010/12/20,25,NOH,IND,L,@,regular,1,35.77,4,11,0.364,1,2,0.5,6,6,1,1,3,4,4,1,0,6,3,15,7.1,1,0.55,0.409,2.7,9.4,5.8,19.4,1.5,0,30.5,23.9,89,108,-6.8,-1,2010-2011
2010/12/22,25,NOH,NJN,W,Home,regular,1,35.43,6,8,0.75,0,1,0,0,0,0,0,6,6,14,2,0,1,0,12,21.4,9,0.75,0.75,0,19.8,10.4,57.7,3.3,0,11.1,12.4,167,105,12.7,14,2010-2011
2010/12/26,25,NOH,ATL,W,Home,regular,1,36.7,10,17,0.588,0,2,0,2,3,0.667,1,3,4,8,0,0,1,0,22,19.9,7,0.6,0.588,3.1,9.1,6.2,37.5,0,0,5.2,25.6,132,104,10.4,7,2010-2011
2010/12/27,25,NOH,MIN,L,@,regular,1,41.08,6,13,0.462,2,3,0.667,8,9,0.889,1,5,6,13,5,0,2,2,22,28.4,-19,0.649,0.538,2.5,18.3,9,52.4,6.3,0,10.5,20.7,138,113,15.7,-15,2010-2011
2010/12/29,25,NOH,LAL,L,Home,regular,1,34.13,8,14,0.571,1,2,0.5,3,3,1,1,2,3,7,3,0,3,2,20,18.8,-7,0.653,0.607,3.5,10,6.2,45.3,4.7,0,16.4,25.1,118,110,11.9,-15,2010-2011
2010/12/31,25,NOH,BOS,W,@,regular,1,40.47,7,15,0.467,1,3,0.333,5,5,1,1,4,5,11,6,0,4,3,20,22.7,17,0.581,0.5,2.9,14,7.9,52.8,8.4,0,18.9,26.1,114,86,14.1,2,2010-2011
2011/1/1,25,NOH,WAS,W,@,regular,1,33.18,6,12,0.5,0,2,0,1,2,0.5,2,3,5,11,7,0,1,2,13,21.8,13,0.505,0.5,7.8,10.1,9,58.2,11.5,0,7.2,19.8,126,77,19.2,11,2010-2011
2011/1/3,25,NOH,PHI,W,Home,regular,1,35.72,4,11,0.364,1,4,0.25,6,6,1,0,3,3,5,2,0,0,3,15,14.1,2,0.55,0.409,0,8.2,4.7,26.2,3.4,0,0,20.4,132,98,5.5,7,2010-2011
2011/1/5,25,NOH,GSW,L,Home,regular,1,38.12,6,12,0.5,2,2,1,10,14,0.714,0,6,6,13,1,0,2,3,24,25.1,0,0.661,0.583,0,17.6,8.8,53.8,1.4,0,9.9,23.4,145,120,11.1,-7,2010-2011
2011/1/7,25,NOH,LAL,L,@,regular,1,40.88,3,6,0.5,1,2,0.5,5,6,0.833,0,0,0,10,0,0,3,5,12,10.6,3,0.694,0.583,0,0,0,39.8,0,0,25.8,13.7,130,127,-1.4,-4,2010-2011
2011/1/9,25,NOH,DEN,W,@,regular,1,34.38,6,13,0.462,2,3,0.667,6,6,1,0,3,3,6,0,1,4,5,20,13.1,10,0.639,0.538,0,9.1,5.4,31.5,0,2.6,20.4,28.5,114,102,3.4,9,2010-2011
2011/1/12,25,NOH,ORL,W,Home,regular,1,40.97,5,12,0.417,0,1,0,2,3,0.667,0,5,5,13,1,0,1,0,12,15.8,2,0.45,0.417,0,12.2,6.5,53.3,1.4,0,7,17.8,113,95,6,3,2010-2011
2011/1/14,25,NOH,HOU,W,@,regular,1,42.67,4,11,0.364,1,2,0.5,2,2,1,0,0,0,8,5,0,5,2,11,9.7,3,0.463,0.409,0,0,0,29.2,6.4,0,29.6,18.8,86,104,1.5,5,2010-2011
2011/1/15,25,NOH,CHA,W,@,regular,1,33.58,6,10,0.6,1,1,1,6,6,1,0,1,1,4,1,0,0,2,19,17.7,13,0.752,0.65,0,3.5,1.9,24.4,1.7,0,0,20.3,155,103,8.3,7,2010-2011
2011/1/17,25,NOH,TOR,W,Home,regular,1,30.9,1,8,0.125,0,2,0,4,4,1,1,2,3,11,3,0,0,1,6,12.4,9,0.307,0.125,3.2,7.8,5.2,52.7,5.6,0,0,14.4,117,93,9.1,4,2010-2011
2011/1/19,25,NOH,MEM,W,Home,regular,1,41.92,6,14,0.429,2,2,1,6,6,1,0,3,3,12,0,1,2,4,20,19,-2,0.601,0.5,0,9.3,4.5,48.3,0,1.6,10.7,22.8,129,113,5.4,1,2010-2011
2011/1/21,25,NOH,ATL,W,@,regular,1,29.72,4,10,0.4,1,2,0.5,7,8,0.875,0,3,3,8,3,0,1,2,16,17.9,26,0.592,0.45,0,9.3,5.6,43.7,5.7,0,6.9,24,138,66,13,41,2010-2011
2011/1/22,25,NOH,SAS,W,Home,regular,1,30.6,4,11,0.364,1,1,1,2,4,0.5,1,5,6,6,2,0,0,1,11,12.1,20,0.431,0.409,3.7,16.7,10.6,29.7,3.7,0,0,19.9,124,85,6.6,24,2010-2011
2011/1/24,25,NOH,OKC,W,Home,regular,1,34.88,7,14,0.5,2,4,0.5,8,10,0.8,0,4,4,9,3,0,2,3,24,23.5,0,0.652,0.571,0,15.7,7.4,48.8,4.8,0,9.8,29.2,132,100,15.8,2,2010-2011
2011/1/26,25,NOH,GSW,W,@,regular,1,32.35,7,9,0.778,0,2,0,4,4,1,0,2,2,17,0,0,6,1,18,20.6,18,0.836,0.778,0,8,4.7,70.8,0,0,35.8,23.6,133,113,7.3,9,2010-2011
2011/1/29,25,NOH,SAC,L,@,regular,1,36.78,5,10,0.5,1,4,0.25,8,8,1,1,4,5,7,3,0,5,5,19,16.8,-1,0.703,0.55,3.5,14.1,8.8,35.9,4.3,0,27,23.9,116,107,5,-6,2010-2011
2011/1/30,25,NOH,PHO,L,@,regular,1,38.6,7,14,0.5,2,4,0.5,10,10,1,2,1,3,12,1,0,0,1,26,29.7,-7,0.707,0.571,4.8,3.3,4.1,47.7,1.4,0,0,20.5,167,116,18,-2,2010-2011
2011/2/1,25,NOH,WAS,W,Home,regular,1,30.6,5,9,0.556,1,3,0.333,4,4,1,1,4,5,9,2,0,2,3,15,17.7,0,0.697,0.611,4.4,16.1,10.5,52,3.5,0,15.7,19.8,140,99,10.9,8,2010-2011
2011/2/2,25,NOH,OKC,L,@,regular,1,31.95,5,9,0.556,1,2,0.5,4,4,1,0,1,1,5,2,0,3,2,15,12.7,-13,0.697,0.611,0,4.8,2,25.5,3.5,0,21.8,20.8,117,119,3.2,-11,2010-2011
2011/2/5,25,NOH,LAL,L,Home,regular,1,44.3,8,11,0.727,3,4,0.75,2,2,1,1,0,1,15,0,0,4,3,21,22.5,-8,0.884,0.864,2.7,0,1.4,50.3,0,0,25.2,18.2,149,128,10.2,-6,2010-2011
2011/2/7,25,NOH,MIN,L,Home,regular,1,36.5,5,11,0.455,0,3,0,7,8,0.875,1,5,6,13,4,0,1,5,17,23.2,6,0.585,0.455,2.6,17.8,9.1,60.1,5.9,0,6.4,19.1,143,108,12,-12,2010-2011
2011/2/9,25,NOH,NJN,L,@,regular,1,50.68,4,15,0.267,1,3,0.333,0,0,0,2,3,5,11,2,0,7,4,9,3.5,1,0.3,0.3,5.1,7.5,6.3,32.1,2.3,0,31.8,21.5,72,115,-11,-2,2010-2011
2011/2/11,25,NOH,ORL,W,@,regular,1,35.98,4,11,0.364,0,2,0,7,8,0.875,0,2,2,7,1,0,2,1,15,12.6,12,0.517,0.364,0,6.5,3.2,28.6,1.4,0,12.1,21.3,110,102,0.1,6,2010-2011
2011/2/12,25,NOH,CHI,L,Home,regular,1,37.82,3,10,0.3,1,2,0.5,8,10,0.8,0,2,2,6,3,0,2,3,15,13,-6,0.521,0.35,0,8.5,3.5,31.5,4.4,0,12.2,22.8,103,110,2.4,-9,2010-2011
2011/2/15,25,NOH,GSW,L,@,regular,1,32.23,4,12,0.333,0,1,0,3,3,1,1,3,4,10,1,0,1,1,11,12.4,-10,0.413,0.333,4.3,12.8,8.5,53.1,1.8,0,7,21.3,117,121,3.7,-13,2010-2011
2011/2/16,25,NOH,POR,L,@,regular,1,41.55,2,6,0.333,0,1,0,4,6,0.667,1,1,2,5,1,0,4,4,8,3.7,-5,0.463,0.333,3.2,3.9,3.5,16.7,1.4,0,31.6,15.3,86,132,-9.1,-7,2010-2011
