Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2020/1/6,34-245,OKC,PHI,L (-7),@,regular,1,32:29:00,6,16,0.375,4,8,0.5,2,2,1,1,7,8,6,1,0,4,5,18,11.2,-1,0.533,0.5,3.1,24.6,13.3,28.5,1.5,0,19.2,26.9,105,120,0.3
2020/1/7,34-246,OKC,BRK,W (+8),@,regular,1,37:41:00,9,15,0.6,4,8,0.5,6,6,1,0,6,6,3,2,0,3,2,28,23.2,11,0.794,0.733,0,15.6,8.2,16.6,2.6,0,14.5,24.2,135,94,10.2
2020/1/9,34-248,OKC,HOU,W (+21),,regular,1,27:35:00,7,14,0.5,3,7,0.429,1,2,0.5,0,6,6,5,4,0,1,1,18,18.5,17,0.605,0.607,0,20.5,11.5,28.2,7.1,0,6.3,25.4,125,81,14.8
2020/1/11,34-250,OKC,LAL,L (-15),,regular,1,31:45:00,7,13,0.538,1,5,0.2,1,2,0.5,0,5,5,8,1,0,1,3,16,15.2,5,0.576,0.577,0,17.2,8.3,37.3,1.5,0,6.7,21.1,120,124,0
2020/1/13,34-252,OKC,MIN,W (+13),@,regular,1,30:28:00,5,15,0.333,0,4,0,0,0,,1,3,4,3,1,0,2,1,10,3.8,4,0.333,0.333,4.5,8.9,7.2,14.3,1.6,0,11.8,24.7,74,107,-12.7
2020/1/15,34-254,OKC,TOR,L (-9),,regular,1,34:00:00,5,9,0.556,1,3,0.333,5,5,1,1,4,5,11,4,0,4,3,16,20.1,17,0.714,0.611,4,17.6,10.5,43.2,5.4,0,26.3,19.2,131,119,4.8
2020/1/17,34-256,OKC,MIA,L (-7),,regular,1,34:18:00,6,10,0.6,2,6,0.333,0,0,,0,3,3,6,0,0,2,3,14,11.3,-1,0.7,0.7,0,12,5.2,29.4,0,0,16.7,16.5,123,125,-2.5
2020/1/18,34-257,OKC,POR,W (+13),,regular,1,27:30:00,11,15,0.733,3,5,0.6,5,5,1,0,4,4,7,0,0,1,1,30,28.6,20,0.872,0.833,0,14.5,7.9,51.3,0,0,5.5,28.7,173,113,21
2020/1/20,34-259,OKC,HOU,W (+5),@,regular,1,32:33:00,9,18,0.5,4,8,0.5,6,7,0.857,0,8,8,3,2,1,1,3,28,23.6,17,0.664,0.611,0,24.1,13.1,16.6,2.8,2.8,4.5,28.2,134,98,13.8
2020/1/22,34-261,OKC,ORL,W (+6),@,regular,1,29:10:00,5,12,0.417,0,3,0,9,11,0.818,0,3,3,6,3,0,3,2,19,16.1,10,0.564,0.417,0,10.5,6.6,26.1,4.9,0,15.1,32.3,109,110,-1
2020/1/24,34-263,OKC,ATL,W (+29),,regular,1,28:14:00,7,13,0.538,2,5,0.4,2,2,1,2,4,6,5,1,0,4,2,18,14,12,0.648,0.615,10.3,13.9,12.4,22.3,1.6,0,22.4,26.4,115,109,-0.7
2020/1/25,34-264,OKC,MIN,W (+9),@,regular,1,31:43:00,10,18,0.556,0,2,0,5,5,1,0,4,4,10,2,0,3,0,25,23.6,15,0.619,0.556,0,12.9,7.2,63.4,3,0,12.9,34.4,122,105,6.7
2020/1/27,34-266,OKC,DAL,L (-10),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2020/1/29,34-268,OKC,SAC,W (+20),@,regular,1,26:19:00,3,12,0.25,0,4,0,3,4,0.75,0,7,7,10,1,0,2,4,9,7.9,17,0.327,0.25,0,27.8,15.2,47.3,1.9,0,12.7,26.2,97,102,-7.7
2020/1/31,34-270,OKC,PHO,W (+4),@,regular,1,34:22:00,7,16,0.438,2,6,0.333,4,4,1,1,5,6,10,3,0,2,1,20,21.4,10,0.563,0.5,3.2,18.9,10.3,43.3,4.4,0,10.1,23.3,127,108,11
2020/2/5,34-275,OKC,CLE,W (+6),,regular,1,30:07:00,4,9,0.444,1,3,0.333,3,3,1,0,3,3,7,1,0,1,4,12,11.5,-1,0.581,0.5,0,10.9,5.6,35.3,1.6,0,8.8,17,125,105,-0.2
2020/2/7,34-277,OKC,DET,W (+7),,regular,1,34:02:00,7,11,0.636,1,4,0.25,7,8,0.875,2,4,6,7,0,1,3,2,22,21.1,-1,0.758,0.682,8.8,12,10.7,33.9,0,2.8,17.1,24.7,141,117,8.5
2020/2/9,34-279,OKC,BOS,L (-1),,regular,1,32:51:00,8,15,0.533,1,5,0.2,5,6,0.833,0,5,5,5,2,0,3,1,22,17.9,-3,0.624,0.567,0,15.9,7.5,26.8,3.2,0,14.5,27.7,118,116,7.7
2020/2/11,34-281,OKC,SAS,L (-8),,regular,1,33:55:00,12,18,0.667,5,9,0.556,2,2,1,0,2,2,7,1,1,2,3,31,27.2,-2,0.821,0.806,0,7.9,3.5,45,1.4,2.4,9.6,27.6,150,117,18.1
2020/2/13,34-283,OKC,NOP,W (+5),@,regular,1,34:18:00,5,12,0.417,2,3,0.667,2,2,1,0,8,8,12,2,0,1,2,14,18.6,18,0.543,0.5,0,26,13,43.1,2.7,0,7.2,17.9,128,112,4.4
2020/2/21,34-291,OKC,DEN,W (+12),,regular,1,33:09:00,11,17,0.647,4,6,0.667,3,4,0.75,1,3,4,2,0,0,7,3,29,15.9,8,0.773,0.765,3.2,11.4,7,12,0,0,27.2,33.6,110,113,2
2020/2/23,34-293,OKC,SAS,W (+28),,regular,1,27:58:00,5,13,0.385,0,3,0,2,2,1,0,9,9,10,1,0,0,0,12,15.6,14,0.432,0.385,0,24.9,15.9,41.4,1.7,0,0,21.7,120,97,2.4
2020/2/25,34-295,OKC,CHI,W (+2),@,regular,1,34:56:00,7,15,0.467,0,3,0,5,6,0.833,0,3,3,9,1,0,1,1,19,17.7,16,0.539,0.467,0,9.6,5.4,38.2,1.4,0,5.4,25,129,131,-2.8
2020/2/27,34-297,OKC,SAC,W (+4),,regular,1,32:13:00,6,11,0.545,1,2,0.5,4,5,0.8,0,4,4,7,2,0,2,3,17,16.2,-2,0.644,0.591,0,15.3,7.3,32.5,3.2,0,13.2,21.4,128,111,5.7
2020/2/28,34-298,OKC,MIL,L (-47),@,regular,1,26:42:00,7,17,0.412,1,6,0.167,3,3,1,0,3,3,5,1,0,0,0,18,14.3,-16,0.491,0.441,0,12,5.3,44,1.7,0,0,28.9,106,126,6.2
2020/3/3,34-302,OKC,LAC,L (-15),,regular,1,30:37:00,5,11,0.455,2,4,0.5,2,2,1,0,2,2,7,1,0,3,1,14,11.4,-6,0.589,0.545,0,7.6,3.7,41.9,1.6,0,20.2,22.1,109,118,2.9
2020/3/4,34-303,OKC,DET,W (+7),@,regular,1,34:20:00,7,10,0.7,1,3,0.333,1,1,1,0,4,4,6,3,0,6,3,16,13,11,0.766,0.75,0,14,8.1,23.2,4.4,0,36.5,23.8,104,110,-3.5
2020/3/6,34-305,OKC,NYK,W (+23),@,regular,1,30:16:00,8,13,0.615,4,6,0.667,1,1,1,0,3,3,12,3,0,1,1,21,26,12,0.781,0.769,0,11.6,5.5,55.5,4.9,0,6.9,20.6,162,103,21.1
2020/3/8,34-307,OKC,BOS,W (+1),@,regular,1,37:27:00,9,19,0.474,0,3,0,10,10,1,1,5,6,7,1,1,4,2,28,22.3,8,0.598,0.474,3.3,13.9,9,38.2,1.3,2.3,14.6,31.9,114,106,5.9
2020/8/1,35-087,OKC,UTA,W (+16),,regular,1,27:07:00,7,11,0.636,1,1,1,3,3,1,1,6,7,7,2,0,3,1,18,19.1,27,0.731,0.682,5.2,22.1,15.1,43.3,3.7,0,19.6,25,138,94,12.7
2020/8/3,35-089,OKC,DEN,L (-8),,regular,1,38:46:00,8,17,0.471,2,6,0.333,5,6,0.833,0,2,2,8,0,0,5,6,23,12.7,-8,0.586,0.529,0,6.4,3.1,42,0,0,20.3,29.1,106,120,-2.3
2020/8/5,35-091,OKC,LAL,W (+19),@,regular,1,30:40:00,8,12,0.667,1,3,0.333,4,4,1,0,7,7,6,1,0,5,3,21,16.9,25,0.763,0.708,0,18.9,11.2,43.7,1.6,0,26.7,27.2,115,85,7.3
2020/8/7,35-093,OKC,MEM,L (-29),@,regular,1,27:36:00,6,12,0.5,2,3,0.667,3,3,1,2,3,5,5,4,0,2,2,17,18,-13,0.638,0.583,6,14.5,9.3,36.9,7.1,0,13.1,23.5,124,113,12.2
2020/8/9,35-095,OKC,WAS,W (+18),,regular,1,32:39:00,4,9,0.444,3,4,0.75,2,2,1,0,6,6,9,3,2,2,2,13,18,26,0.658,0.611,0,18.4,10.1,35.6,4.5,5.3,16.8,16.5,137,95,9.8
2020/8/10,35-096,OKC,PHO,L (-27),@,regular,1,23:48,3,9,0.333,1,5,0.2,7,7,1,0,5,5,7,2,0,4,3,14,12.1,-16,0.579,0.389,0,22.9,10.8,48.8,3.8,0,24.9,27.4,104,114,0.5
2020/8/12,35-098,OKC,MIA,W (+1),,regular,1,23:49,4,12,0.333,0,3,0,4,4,1,2,5,7,4,1,0,3,2,12,8.1,-6,0.436,0.333,8.4,24,15.7,26.1,2,0,17.9,28.9,96,114,-6.6
2020/8/14,35-100,OKC,LAC,L (-4),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2018/10/17,33-164,HOU,NOP,L (-19),,regular,1,32:21:00,6,12,0.5,3,7,0.429,4,5,0.8,0,5,5,6,2,0,1,3,19,18.1,-19,0.669,0.625,0,17.3,8.2,29.6,2.9,0,6.6,19.9,137,125,5.8
2018/10/20,33-167,HOU,LAL,W (+9),@,regular,1,29:40:00,9,17,0.529,3,6,0.5,7,9,0.778,2,5,7,10,1,0,3,2,28,26,13,0.668,0.618,6.7,16.2,11.6,55,1.5,0,12.5,31,139,107,14.7
2018/10/21,33-168,HOU,LAC,L (-3),@,regular,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not
2018/10/24,33-171,HOU,UTA,L (-11),,regular,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not
2018/10/26,33-173,HOU,LAC,L (-20),,regular,1,34:22:00,3,13,0.231,0,2,0,6,6,1,1,5,6,8,2,0,5,3,12,7.7,-26,0.384,0.231,2.5,22.5,9.7,33,2.7,0,24.2,23.6,84,130,-10.2
2018/10/30,33-177,HOU,POR,L (-19),,regular,1,37:06:00,6,19,0.316,2,8,0.25,3,4,0.75,1,4,5,9,2,0,2,4,17,12.3,-18,0.409,0.368,2,14.4,6.5,50.1,2.7,0,8.8,25.1,98,109,2.1
2018/11/2,33-180,HOU,BRK,W (+8),@,regular,1,37:04:00,13,27,0.481,5,12,0.417,1,1,1,3,4,7,11,2,2,2,4,32,29.1,20,0.583,0.574,9.7,13.3,11.5,58.9,2.8,5.1,6.8,35.9,134,115,13.9
2018/11/3,33-181,HOU,CHI,W (+8),@,regular,1,35:22:00,3,11,0.273,0,3,0,1,3,0.333,0,6,6,8,4,0,4,1,7,6.7,0,0.284,0.273,0,20.9,9.9,35.1,5.6,0,24.5,20.2,70,86,-4
2018/11/5,33-183,HOU,IND,W (+4),@,regular,1,37:34:00,4,12,0.333,0,6,0,1,2,0.5,1,4,5,13,1,0,5,2,9,8,8,0.349,0.333,3.5,12.5,8.2,57.5,1.4,0,28,23.1,90,105,-5.3
2018/11/8,33-186,HOU,OKC,L (-18),@,regular,1,36:07:00,4,11,0.364,0,4,0,2,2,1,0,2,2,5,6,0,5,3,10,7.8,-7,0.421,0.364,0,6.6,2.9,25.9,9,0,29.6,21.9,73,99,0.1
2018/11/10,33-188,HOU,SAS,L (-7),@,regular,1,40:12:00,4,13,0.308,2,3,0.667,3,4,0.75,0,4,4,4,3,1,1,4,13,10.2,-12,0.44,0.385,0,11.4,5,18.9,3.9,2.2,6.3,17,101,102,1.8
2018/11/11,33-189,HOU,IND,W (+12),,regular,1,35:04:00,8,13,0.615,5,8,0.625,5,7,0.714,0,5,5,5,3,0,2,3,26,24.1,8,0.808,0.808,0,19.6,9.4,27.3,4.4,0,11.1,24,152,104,14.5
2018/11/13,33-191,HOU,DEN,W (+10),@,regular,1,32:16:00,7,12,0.583,3,7,0.429,4,5,0.8,0,5,5,4,2,0,3,0,21,18.3,6,0.739,0.708,0,22.5,11.8,20.8,3.3,0,17.4,26.5,127,108,7.5
2018/11/15,33-193,HOU,GSW,W (+21),,regular,1,28:12:00,4,10,0.4,2,4,0.5,0,0,,0,5,5,7,3,2,2,1,10,13,20,0.5,0.5,0,21.8,10,42.3,5.9,5.9,16.7,19.7,111,86,12.1
2018/11/17,33-195,HOU,SAC,W (+20),,regular,1,32:49:00,7,9,0.778,6,8,0.75,4,5,0.8,0,4,4,9,1,0,8,4,24,19,19,1.071,1.111,0,12.2,7.3,36.8,1.4,0,41.7,24.7,129,111,5.6
2018/11/21,33-199,HOU,DET,W (+2),,regular,1,35:09:00,8,16,0.5,1,6,0.167,3,4,0.75,0,2,2,7,1,0,3,3,20,13.9,-9,0.563,0.531,0,5.9,3.7,32.9,1.4,0,14.5,27.6,115,131,-5.6
2018/11/23,33-201,HOU,DET,L (-5),@,regular,1,36:55:00,7,16,0.438,2,6,0.333,4,4,1,1,3,4,9,0,0,2,5,20,15.5,-13,0.563,0.5,2.8,10.5,6.2,41.7,0,0,10.1,23.4,126,121,3.1
2018/11/24,33-202,HOU,CLE,L (-9),@,regular,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2018/11/26,33-204,HOU,WAS,L (-4),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2018/11/28,33-206,HOU,DAL,L (-20),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2018/11/30,33-208,HOU,SAS,W (+31),@,regular,1,27:42:00,5,13,0.385,2,7,0.286,2,2,1,1,4,5,10,1,0,0,1,14,16.4,28,0.504,0.462,3.9,15.4,9.6,43,1.8,0,0,21.5,144,111,4.7
2018/12/1,33-209,HOU,CHI,W (+16),,regular,1,31:08:00,4,11,0.364,2,7,0.286,2,2,1,1,2,3,13,2,1,4,1,12,14.6,14,0.505,0.455,3.9,6.4,5.3,55.9,3,2.8,25.2,22,113,101,4.8
2018/12/3,33-211,HOU,MIN,L (-12),@,regular,1,36:27:00,1,8,0.125,1,7,0.143,2,2,1,0,3,3,7,3,0,5,3,5,2.4,-12,0.282,0.188,0,9.9,5.2,30,4.3,0,36,17.9,63,110,-8.4
2018/12/6,33-214,HOU,UTA,L (-27),@,regular,1,25:14:00,5,11,0.455,0,2,0,2,3,0.667,0,1,1,5,0,0,5,3,12,3.5,-13,0.487,0.455,0,4.6,2.1,38.8,0,0,28.9,27.8,83,125,-7.5
2018/12/8,33-216,HOU,DAL,L (-3),@,regular,1,37:42:00,10,20,0.5,3,7,0.429,0,2,0,0,2,2,8,1,0,2,2,23,16.6,-3,0.551,0.575,0,6.4,3.2,38.8,1.4,0,8.7,28.1,117,122,3.7
2018/12/11,33-219,HOU,POR,W (+7),,regular,1,33:37:00,2,12,0.167,0,4,0,7,8,0.875,3,8,11,10,3,1,1,3,11,16,8,0.354,0.167,10,26.6,18.3,36.5,4.7,2.3,6.1,22.7,112,102,4.9
2018/12/13,33-221,HOU,LAL,W (+15),,regular,1,37:10:00,3,10,0.3,3,4,0.75,5,6,0.833,1,0,1,9,3,0,2,3,14,14.6,8,0.554,0.45,3.3,0,1.7,30.5,4.1,0,13.7,16.9,136,116,4.4
2018/12/15,33-223,HOU,MEM,W (+8),@,regular,1,36:13:00,3,10,0.3,2,7,0.286,2,2,1,0,1,1,10,2,0,2,1,10,11.1,0,0.46,0.4,0,3.7,1.9,42.7,3,0,15.5,17.8,111,108,2.3
2018/12/17,33-225,HOU,UTA,W (+5),,regular,1,36:31:00,3,10,0.3,1,4,0.25,4,4,1,1,2,3,9,4,0,3,5,11,11.8,-3,0.468,0.35,2.6,6.4,4.3,42.2,5.1,0,20.3,16.6,102,92,3.5
2018/12/19,33-227,HOU,WAS,W (+18),,regular,1,28:21:00,7,11,0.636,5,9,0.556,2,2,1,0,2,2,8,2,1,3,2,21,21.2,10,0.884,0.864,0,9.2,4.7,38.5,3.4,3.1,20.2,23.1,154,113,13.6
2018/12/20,33-228,HOU,MIA,L (-2),@,regular,1,12:08,1,3,0.333,0,2,0,2,2,1,0,1,1,4,0,0,2,2,4,2.6,-3,0.515,0.333,0,7.5,3.9,63.2,0,0,34,22.5,97,115,-8.2
2018/12/22,33-230,HOU,SAS,W (+7),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2018/12/25,33-233,HOU,OKC,W (+4),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2018/12/27,33-235,HOU,BOS,W (+14),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2018/12/29,33-237,HOU,NOP,W (+4),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2018/12/31,33-239,HOU,MEM,W (+12),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/3,33-242,HOU,GSW,W (+1),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/5,33-244,HOU,POR,L (-9),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/7,33-246,HOU,DEN,W (+12),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/9,33-248,HOU,MIL,L (-7),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/11,33-250,HOU,CLE,W (+28),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/13,33-252,HOU,ORL,L (-7),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/14,33-253,HOU,MEM,W (+18),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/16,33-255,HOU,BRK,L (-3),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/19,33-258,HOU,LAL,W (+4),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/21,33-260,HOU,PHI,L (-28),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/23,33-262,HOU,NYK,W (+4),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/25,33-264,HOU,TOR,W (+2),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/1/27,33-266,HOU,ORL,W (+5),,regular,1,25:14:00,4,8,0.5,2,5,0.4,2,2,1,0,5,5,6,3,0,3,1,12,13.3,-2,0.676,0.625,0,17.6,10,37.6,5.9,0,25.3,22.1,114,91,8.4
2019/1/29,33-268,HOU,NOP,L (-5),,regular,1,26:21:00,4,9,0.444,1,5,0.2,1,2,0.5,1,3,4,9,2,0,2,4,10,11.2,11,0.506,0.5,3.2,12.7,7.3,50.1,3.5,0,16.8,17.5,119,115,0.5
2019/2/1,33-271,HOU,DEN,L (-14),@,regular,1,29:14:00,8,13,0.615,3,7,0.429,1,1,1,0,3,3,6,0,0,1,0,20,18.2,-9,0.744,0.731,0,17,7.5,30.9,0,0,6.9,22.7,155,156,5.9
2019/2/2,33-272,HOU,UTA,W (+27),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2019/2/4,33-274,HOU,PHO,W (+8),@,regular,1,33:08:00,5,10,0.5,2,4,0.5,6,7,0.857,0,5,5,4,5,0,6,0,18,15.9,5,0.688,0.6,0,18.1,8.9,16.2,7.5,0,31.4,25.1,103,103,3.5
2019/2/6,33-276,HOU,SAC,W (+26),@,regular,1,29:53:00,4,13,0.308,1,8,0.125,6,6,1,0,2,2,11,2,1,3,2,15,14.7,17,0.48,0.346,0,6.6,3.3,45.8,3.2,2.8,16.1,25.2,116,103,3.5
2019/2/9,33-279,HOU,OKC,L (-5),,regular,1,34:55:00,5,12,0.417,2,5,0.4,6,7,0.857,1,9,10,9,2,0,2,4,18,19.3,10,0.597,0.5,2.9,28.1,14.9,41.1,2.6,0,11.7,21.1,129,108,4.7
2019/2/11,33-281,HOU,DAL,W (+16),,regular,1,29:15:00,5,12,0.417,5,10,0.5,2,2,1,1,1,2,11,2,0,0,4,17,19.7,21,0.66,0.625,4.2,5.1,4.6,53.4,3.4,0,0,20,167,110,12.5
2019/2/13,33-283,HOU,MIN,L (-10),@,regular,1,35:10:00,4,13,0.308,2,8,0.25,6,7,0.857,0,5,5,8,1,0,0,3,16,15,4,0.498,0.385,0,18.4,8.1,31.6,1.5,0,0,19.5,132,129,0.9
2019/2/21,33-291,HOU,LAL,L (-5),@,regular,1,34:30:00,9,15,0.6,3,5,0.6,2,2,1,1,9,10,9,1,1,1,6,23,24.1,6,0.724,0.7,3.4,26.6,15.8,45.6,1.4,2.5,5.9,21.6,149,104,13.2
